company,model,year,condition,mileage(km),fuel,volume(cm3),color,transmission,drive_unit,vehicle_size_class,priceUSD
renault,laguna,1999,with mileage,300000.0,diesel,1900.0,other,mechanics,front-wheel drive,D,2700
volkswagen,tiguan,2008,with mileage,134000.0,petrol,1400.0,silver,mechanics,part-time four-wheel drive,J,8999
peugeot,605,1995,with mileage,445000.0,diesel,2100.0,silver,mechanics,front-wheel drive,E,2500
audi,a6,2009,with mileage,265000.0,petrol,2000.0,black,mechanics,front-wheel drive,E,11900
ford,mondeo,1995,with mileage,370000.0,diesel,1800.0,green,mechanics,front-wheel drive,D,713
kia,sorento,2007,with mileage,190000.0,diesel,2500.0,black,auto,all-wheel drive,J,8250
volvo,460,1991,with mileage,340000.0,petrol,1800.0,other,mechanics,front-wheel drive,C,600
opel,vectra,1997,with mileage,390000.0,petrol,1800.0,black,mechanics,front-wheel drive,D,1950
peugeot,806,1998,with mileage,350000.0,petrol,2000.0,blue,mechanics,front-wheel drive,M,3200
hyundai,trajet,2006,with mileage,260000.0,petrol,2000.0,green,mechanics,front-wheel drive,,2999
ford,explorer,2003,with damage,300000.0,petrol,4000.0,black,auto,part-time four-wheel drive,J,2500
audi,80,1991,with mileage,205783.0,petrol,1800.0,green,mechanics,front-wheel drive,D,1200
honda,civic,1991,with mileage,300000.0,petrol,1500.0,blue,mechanics,front-wheel drive,C,1500
volkswagen,passat,2006,with mileage,338000.0,diesel,2000.0,silver,mechanics,front-wheel drive,D,5752
volkswagen,touran,2015,with mileage,237000.0,diesel,2000.0,other,auto,front-wheel drive,M,11700
bmw,3-seriya,2013,with mileage,130000.0,petrol,2000.0,black,auto,rear drive,D,16000
bmw,3-seriya,2008,with mileage,218000.0,petrol,3000.0,white,auto,all-wheel drive,D,11500
suzuki,vitara,2018,with mileage,16100.0,petrol,1600.0,silver,mechanics,part-time four-wheel drive,,17950
lada-vaz,2105,2010,with mileage,41000.0,petrol,1700.0,white,mechanics,rear drive,B,2600
volkswagen,polo,1997,with mileage,291000.0,petrol,1000.0,green,mechanics,front-wheel drive,B,1700
nissan,note,2009,with mileage,252000.0,diesel,1400.0,white,mechanics,front-wheel drive,M,5990
audi,a6,2001,with mileage,330000.0,diesel,2500.0,gray,auto,part-time four-wheel drive,E,5500
peugeot,206,2000,with mileage,280000.0,diesel,1900.0,other,mechanics,front-wheel drive,B,2300
nissan,qashqai,2012,with mileage,92000.0,petrol,1598.0,white,auto,front-wheel drive,J,10799
renault,megane,2000,with mileage,250000.0,petrol,1400.0,blue,mechanics,front-wheel drive,C,2300
audi,a8,2015,with mileage,115000.0,diesel,3000.0,black,auto,all-wheel drive,F,45500
volkswagen,passat,2016,with mileage,193000.0,diesel,1600.0,black,mechanics,front-wheel drive,D,13450
audi,a3,2005,with mileage,300000.0,diesel,1900.0,silver,mechanics,front-wheel drive,C,6500
bmw,5-seriya,2006,with mileage,220000.0,petrol,3000.0,gray,auto,rear drive,E,9700
opel,astra,2000,with mileage,250000.0,diesel,1700.0,blue,mechanics,front-wheel drive,C,3500
hyundai,solaris,2016,with mileage,190000.0,petrol,1400.0,gray,mechanics,front-wheel drive,B,9300
ford,focus,2008,with mileage,280000.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,C,3800
mercedes-benz,c-klass,2011,with mileage,153000.0,petrol,1800.0,black,auto,rear drive,D,13400
mercedes-benz,vito,2016,with mileage,118000.0,petrol,2000.0,other,auto,rear drive,M,27100
opel,vectra,1997,with mileage,305500.0,petrol,2000.0,black,mechanics,front-wheel drive,D,2300
opel,astra,2011,with mileage,263724.0,petrol,1400.0,black,mechanics,front-wheel drive,C,8950
kia,rio,2001,with mileage,190000.0,petrol,1300.0,silver,mechanics,front-wheel drive,B,1999
ford,mondeo,1993,with mileage,300000.0,petrol,1600.0,other,mechanics,front-wheel drive,D,700
mercedes-benz,c-klass,1998,with mileage,250000.0,petrol,2000.0,blue,mechanics,rear drive,D,3750
mitsubishi,galant,1994,with mileage,300000.0,petrol,1800.0,blue,mechanics,front-wheel drive,D,570
bmw,5-seriya,2000,with mileage,234000.0,petrol,3500.0,green,mechanics,rear drive,E,6900
peugeot,206,2007,with mileage,205000.0,petrol,1400.0,gray,mechanics,front-wheel drive,B,3500
seat,alhambra,2016,with mileage,158300.0,diesel,2000.0,gray,mechanics,part-time four-wheel drive,M,18880
volkswagen,passat,2007,with mileage,160000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D,9500
porsche,cayenne,2003,with mileage,256000.0,petrol,4500.0,black,auto,all-wheel drive,J,7700
toyota,avensis,2009,with mileage,300000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D,10500
volkswagen,touareg,2006,with mileage,297000.0,diesel,2500.0,black,mechanics,all-wheel drive,J,10500
skoda,octavia,2009,with mileage,220000.0,petrol,1400.0,gray,mechanics,front-wheel drive,C,7900
volkswagen,transporter,1999,with mileage,400000.0,diesel,1900.0,other,mechanics,front-wheel drive,M,6000
toyota,avensis-verso,2002,with mileage,368000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D,5800
volkswagen,sharan,1998,with mileage,496796.0,diesel,1900.0,blue,mechanics,front-wheel drive,,3500
mercedes-benz,a-klass,2003,with mileage,220000.0,petrol,1400.0,black,mechanics,front-wheel drive,A,4200
audi,a6,1995,with mileage,497000.0,diesel,2500.0,blue,auto,front-wheel drive,E,2790
subaru,outback,1997,with mileage,276000.0,petrol,2500.0,blue,auto,all-wheel drive,D,2500
volkswagen,sharan,2001,with mileage,414000.0,diesel,1900.0,blue,mechanics,part-time four-wheel drive,,4600
volkswagen,touran,2007,with mileage,378000.0,petrol,2000.0,silver,mechanics,front-wheel drive,M,8000
citroen,c5,2001,with mileage,328000.0,diesel,2000.0,black,mechanics,front-wheel drive,D,3750
bmw,5-seriya,2013,with mileage,74382.0,petrol,2000.0,white,auto,rear drive,E,19500
renault,laguna,1994,with mileage,360000.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,D,1283
opel,zafira,1999,with mileage,220000.0,petrol,1800.0,blue,auto,front-wheel drive,M,3600
ford,sierra,1988,for parts,333333.0,petrol,2000.0,gray,mechanics,rear drive,,120
volkswagen,touareg,2005,with mileage,389000.0,diesel,3000.0,silver,auto,part-time four-wheel drive,J,9500
renault,duster,2016,with mileage,110000.0,diesel,1500.0,black,mechanics,part-time four-wheel drive,J,11408
audi,a6,2005,with mileage,198000.0,diesel,3000.0,black,auto,all-wheel drive,E,10000
fiat,albea,2007,with mileage,206000.0,petrol,1400.0,blue,mechanics,front-wheel drive,,3850
citroen,xantia,1995,with mileage,350000.0,petrol,1800.0,white,mechanics,front-wheel drive,D,1200
land-rover,freelander,2008,with mileage,163000.0,petrol,3200.0,black,auto,all-wheel drive,J,12500
mazda,6,2008,with mileage,360000.0,diesel,2000.0,black,mechanics,front-wheel drive,D,8200
toyota,sienna,2013,with mileage,81000.0,petrol,3500.0,black,auto,front-wheel drive,,22800
fiat,croma,1991,for parts,358.0,diesel,2500.0,black,mechanics,front-wheel drive,,1000
fiat,brava,1996,with mileage,300000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,700
volkswagen,jetta,1991,with mileage,342000.0,petrol,1600.0,black,mechanics,front-wheel drive,C,523
volkswagen,bora,2000,with mileage,234654.0,petrol,2300.0,silver,mechanics,front-wheel drive,C,2500
alfa-romeo,156,2001,with mileage,320000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,2600
mercedes-benz,s-klass,2007,with mileage,354200.0,diesel,3200.0,black,auto,rear drive,S,13999
peugeot,607,2000,with mileage,417000.0,petrol,2200.0,silver,auto,front-wheel drive,E,3700
volkswagen,jetta,1984,with mileage,300000.0,petrol,1600.0,red,mechanics,front-wheel drive,C,500
mercedes-benz,c-klass,1997,with mileage,370000.0,petrol,1800.0,silver,mechanics,rear drive,D,2000
bmw,5-seriya,1992,with mileage,525000.0,diesel,2500.0,black,mechanics,rear drive,E,2000
ford,escort,1995,with mileage,100000.0,petrol,1400.0,blue,mechanics,front-wheel drive,C,761
ford,escort,1991,for parts,134955.0,diesel,1800.0,gray,mechanics,front-wheel drive,C,300
volkswagen,teramont,2018,with mileage,29960.0,petrol,2000.0,blue,auto,part-time four-wheel drive,,39500
bmw,1-seriya,2010,with mileage,180000.0,petrol,1600.0,white,auto,rear drive,C,8300
fiat,doblo,2002,with mileage,338500.0,diesel,1910.0,gray,mechanics,front-wheel drive,M,4150
hyundai,atos,1998,with mileage,300000.0,petrol,1000.0,red,mechanics,front-wheel drive,A,1650
rover,45,2004,with mileage,342408.0,petrol,1600.0,silver,mechanics,front-wheel drive,A,3200
renault,megane,1997,with mileage,345000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,1600
peugeot,605,1999,with mileage,273000.0,diesel,2500.0,burgundy,mechanics,front-wheel drive,E,2000
volkswagen,passat,2008,with mileage,220000.0,petrol,2000.0,black,auto,front-wheel drive,D,7200
volkswagen,caravelle,2007,with mileage,190000.0,diesel,2500.0,silver,mechanics,front-wheel drive,M,13700
bmw,7-seriya,2002,with mileage,36000.0,petrol,4400.0,gray,auto,rear drive,F,5500
citroen,c4-grand-picasso,2015,with mileage,172000.0,diesel,1600.0,silver,mechanics,front-wheel drive,C,13790
chevrolet,niva,2005,with mileage,183000.0,petrol,1700.0,black,mechanics,all-wheel drive,J,2550
audi,a6,2010,with mileage,196000.0,petrol,2800.0,black,auto,front-wheel drive,E,10500
bmw,5-seriya,2004,with mileage,340000.0,petrol,3000.0,black,auto,rear drive,E,7700
lada-vaz,vesta,2019,with mileage,9500.0,petrol,1600.0,gray,mechanics,front-wheel drive,B,10800
volvo,xc60,2015,with mileage,139760.0,diesel,2400.0,other,auto,all-wheel drive,J,24750
seat,ibiza,1994,with mileage,300000.0,petrol,1600.0,gray,mechanics,front-wheel drive,B,1250
audi,80,1986,with mileage,290000.0,petrol,1800.0,red,mechanics,front-wheel drive,D,1490
bmw,5-seriya,1998,with mileage,300.0,petrol,2500.0,silver,auto,rear drive,E,5300
skoda,octavia,2017,with mileage,56048.0,petrol,1800.0,silver,mechanics,front-wheel drive,C,20500
ford,focus,2013,with mileage,160000.0,petrol,1600.0,gray,auto,front-wheel drive,C,6850
volkswagen,transporter,1997,with mileage,360000.0,diesel,1900.0,white,mechanics,front-wheel drive,M,7500
seat,ibiza,2010,with mileage,103000.0,petrol,1200.0,white,mechanics,front-wheel drive,B,5000
citroen,c4-grand-picasso,2011,with mileage,310000.0,diesel,1600.0,purple,auto,front-wheel drive,C,9200
volkswagen,golf,2000,with mileage,230000.0,petrol,1600.0,silver,mechanics,front-wheel drive,C,4000
citroen,xantia,1997,with mileage,220000.0,diesel,1900.0,gray,mechanics,front-wheel drive,D,1000
mazda,3,2006,with mileage,93545.0,petrol,2000.0,silver,auto,front-wheel drive,C,5650
renault,espace,2000,with mileage,359037.0,diesel,2200.0,green,mechanics,front-wheel drive,J,3800
mercedes-benz,gl-klass,2008,with mileage,225000.0,petrol,5000.0,black,auto,part-time four-wheel drive,J,15400
volkswagen,passat,1997,with mileage,245000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,3300
mazda,323f,1996,with mileage,300000.0,petrol,1500.0,burgundy,mechanics,front-wheel drive,C,1000
bmw,x5,2011,with mileage,147000.0,diesel,3500.0,brown,auto,all-wheel drive,J,21900
volkswagen,polo-sedan,2011,with mileage,103000.0,petrol,1600.0,white,auto,front-wheel drive,B,6700
renault,kangoo,2009,with mileage,234568.0,diesel,1500.0,white,mechanics,front-wheel drive,M,6350
citroen,c5,2001,with mileage,230000.0,petrol,2000.0,silver,auto,front-wheel drive,D,3200
skoda,octavia,2007,with mileage,427000.0,diesel,1900.0,white,mechanics,front-wheel drive,C,5800
lexus,gs,2006,with mileage,252000.0,petrol,3000.0,gray,auto,rear drive,E,10950
audi,a6,1999,with mileage,310000.0,diesel,2500.0,silver,auto,all-wheel drive,E,3000
geely,mk,2009,with mileage,71000.0,petrol,1500.0,black,mechanics,front-wheel drive,,2400
citroen,xantia,1996,with mileage,327000.0,petrol,1600.0,black,mechanics,front-wheel drive,D,1100
volkswagen,sharan,2011,with mileage,185000.0,diesel,2000.0,silver,auto,front-wheel drive,,14900
lada-vaz,2109,1996,with mileage,200000.0,petrol,1500.0,red,mechanics,front-wheel drive,B,550
volkswagen,passat,2007,with mileage,220000.0,petrol,2000.0,other,auto,front-wheel drive,D,6000
renault,logan,2017,with mileage,22000.0,petrol,1600.0,black,mechanics,front-wheel drive,B,8300
audi,a6,2005,with mileage,336483.0,diesel,3000.0,blue,auto,all-wheel drive,E,10300
honda,cr-v,2007,with mileage,290000.0,diesel,2200.0,other,mechanics,all-wheel drive,J,10500
nissan,almera,2000,with mileage,273000.0,petrol,1500.0,red,mechanics,front-wheel drive,C,3100
bmw,5-seriya,2014,with mileage,130000.0,petrol,2000.0,black,auto,all-wheel drive,E,18800
renault,laguna,1999,with mileage,11111.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,2400
volkswagen,passat,2008,with mileage,185000.0,petrol,1800.0,other,auto,front-wheel drive,D,7000
renault,sandero,2009,with mileage,180000.0,petrol,1200.0,red,mechanics,front-wheel drive,B,3750
opel,mokka,2014,with mileage,23500.0,petrol,1800.0,silver,mechanics,front-wheel drive,J,13999
skoda,octavia,2008,with mileage,317000.0,petrol,1800.0,green,mechanics,front-wheel drive,C,5229
volvo,s70,1997,with mileage,352000.0,diesel,2500.0,gray,auto,front-wheel drive,D,3700
ford,escort,1991,with mileage,60000.0,petrol,1400.0,red,mechanics,front-wheel drive,C,700
volkswagen,polo-sedan,2016,with mileage,119000.0,petrol,1600.0,orange,mechanics,front-wheel drive,B,9700
mitsubishi,galant,2004,with mileage,380000.0,petrol,2400.0,black,auto,front-wheel drive,D,3200
mazda,323f,1998,with mileage,180000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,1350
renault,19,1995,for parts,330000.0,petrol,1000.0,black,mechanics,front-wheel drive,C,150
volkswagen,passat,1986,with mileage,360000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,285
volvo,xc90,2011,with mileage,197000.0,petrol,2500.0,brown,auto,all-wheel drive,J,13600
volkswagen,transporter,1987,with mileage,270000.0,diesel,1600.0,yellow,mechanics,rear drive,M,850
renault,safrane,1999,with mileage,360000.0,petrol,2500.0,gray,auto,front-wheel drive,E,2300
audi,a6,2016,with mileage,207760.0,diesel,2000.0,black,auto,front-wheel drive,E,23500
volkswagen,passat,1989,with mileage,373000.0,petrol,1600.0,gray,mechanics,front-wheel drive,D,1590
nissan,note,2011,with mileage,134000.0,petrol,1400.0,black,mechanics,front-wheel drive,M,7000
citroen,xantia,1999,with mileage,300000.0,petrol,1800.0,black,mechanics,front-wheel drive,D,1800
audi,a6,2005,with mileage,288888.0,petrol,2400.0,black,auto,front-wheel drive,E,6800
volkswagen,golf,1996,with mileage,10000.0,petrol,2800.0,green,mechanics,front-wheel drive,C,3990
volkswagen,sharan,1997,with mileage,626050.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,,3000
bmw,3-seriya,1987,with mileage,300.0,petrol,2800.0,blue,mechanics,rear drive,D,1500
renault,dokker,2015,with mileage,262000.0,diesel,1500.0,white,mechanics,front-wheel drive,,8800
citroen,c4-grand-picasso,2007,with mileage,320000.0,diesel,2000.0,black,auto,front-wheel drive,C,7300
mercedes-benz,gl-klass,2013,with mileage,156000.0,diesel,3500.0,brown,auto,all-wheel drive,J,36500
land-rover,discovery,2007,with mileage,260000.0,diesel,2700.0,black,auto,all-wheel drive,J,11000
audi,100,1986,with mileage,300000.0,diesel,2000.0,silver,mechanics,front-wheel drive,E,1500
opel,meriva,2008,with mileage,255000.0,petrol,1600.0,silver,mechanics,front-wheel drive,M,5200
audi,a4,2000,with mileage,300000.0,diesel,1900.0,black,mechanics,front-wheel drive,D,4700
volkswagen,santana,1985,with mileage,350000.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,,350
lexus,gs,2000,with mileage,386241.6,petrol,3000.0,black,auto,rear drive,E,6700
honda,accord,2003,with mileage,240000.0,petrol,2400.0,yellow,auto,front-wheel drive,D,5200
opel,corsa,2008,with mileage,211000.0,diesel,1300.0,silver,mechanics,front-wheel drive,B,4450
volkswagen,passat,1992,with mileage,111.0,petrol,1800.0,white,mechanics,front-wheel drive,D,1200
rover,200,1997,with mileage,202000.0,petrol,1400.0,red,mechanics,front-wheel drive,B,1350
toyota,land-cruiser-prado,2019,with mileage,3000.0,diesel,2800.0,black,auto,all-wheel drive,J,57518
honda,civic,1996,with mileage,300000.0,petrol,1500.0,silver,mechanics,front-wheel drive,C,1200
audi,100,1991,with mileage,111111.0,petrol,2300.0,black,mechanics,front-wheel drive,E,2500
toyota,highlander,2002,with mileage,280000.0,petrol,3000.0,blue,auto,part-time four-wheel drive,J,6900
nissan,primera,2003,with mileage,405000.0,diesel,2200.0,other,mechanics,front-wheel drive,D,3500
audi,100,1990,with mileage,280000.0,petrol,2300.0,blue,mechanics,front-wheel drive,E,1800
chevrolet,aveo,2005,with mileage,200000.0,petrol,1400.0,blue,mechanics,front-wheel drive,B,3200
rover,400,1995,with mileage,310000.0,petrol,1600.0,silver,mechanics,front-wheel drive,B,1450
fiat,marea,1998,with mileage,300.0,diesel,2400.0,brown,mechanics,front-wheel drive,C,500
volkswagen,touran,2008,with mileage,314000.0,diesel,2000.0,silver,auto,front-wheel drive,M,8900
ford,mondeo,2008,with mileage,265000.0,petrol,2300.0,other,auto,front-wheel drive,D,7200
volkswagen,golf,1983,with mileage,220000.0,petrol,1500.0,gray,auto,front-wheel drive,C,1000
daihatsu,sirion,2007,with mileage,147000.0,petrol,1300.0,black,mechanics,front-wheel drive,,4450
citroen,xantia,1997,with mileage,400.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,1300
fiat,brava,1997,with mileage,409000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,808
renault,megane,1996,with mileage,290000.0,petrol,1600.0,silver,mechanics,front-wheel drive,C,650
bmw,5-seriya,2005,with mileage,410000.0,diesel,2500.0,black,auto,rear drive,E,13000
ford,galaxy,2010,with mileage,227000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M,13490
renault,laguna,1998,with mileage,276363.0,petrol,1600.0,silver,mechanics,front-wheel drive,D,2500
opel,astra,1995,with mileage,413629.0,diesel,1600.0,burgundy,mechanics,front-wheel drive,C,257
bmw,5-seriya,1992,with mileage,450000.0,petrol,2500.0,blue,mechanics,rear drive,E,2500
nissan,primera,1996,with mileage,400000.0,diesel,2000.0,green,mechanics,front-wheel drive,D,1400
luaz,969,1990,with mileage,40000.0,petrol,1200.0,green,mechanics,all-wheel drive,J,800
mazda,626,1996,with mileage,305000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C,1800
bmw,3-seriya,1996,with mileage,374000.0,petrol,2500.0,blue,mechanics,rear drive,D,2750
opel,agila,2001,with mileage,212000.0,petrol,1000.0,burgundy,mechanics,front-wheel drive,A,2400
bmw,5-seriya,2007,with mileage,395000.0,diesel,3000.0,blue,auto,rear drive,E,15200
volkswagen,passat,1990,with mileage,220000.0,petrol,1800.0,burgundy,auto,front-wheel drive,D,1500
hyundai,sonata,2001,with mileage,300000.0,petrol,2000.0,gray,mechanics,front-wheel drive,D,2500
chrysler,town-and-country,2008,with mileage,281634.5,petrol,3300.0,other,auto,front-wheel drive,M,10000
mitsubishi,pajero,1993,with mileage,170000.0,petrol,3000.0,silver,mechanics,part-time four-wheel drive,J,3500
kia,sephia,1997,with mileage,295000.0,petrol,1500.0,green,mechanics,front-wheel drive,,600
peugeot,406,1995,with mileage,285000.0,petrol,1800.0,green,mechanics,front-wheel drive,D,1190
citroen,c3-picasso,2009,with mileage,181000.0,petrol,1400.0,silver,mechanics,front-wheel drive,M,5599
skoda,octavia,2009,with mileage,129000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,6500
bmw,x5,2008,with mileage,222222.0,diesel,3500.0,black,auto,all-wheel drive,J,19000
peugeot,407,2008,with mileage,156000.0,petrol,2000.0,blue,auto,front-wheel drive,D,5900
opel,meriva,2010,with mileage,190000.0,diesel,1300.0,silver,mechanics,front-wheel drive,M,5500
mercedes-benz,e-klass,2016,with mileage,178000.0,diesel,2143.0,black,auto,rear drive,E,21499
audi,a4,2002,with mileage,320000.0,petrol,1800.0,red,mechanics,front-wheel drive,D,6000
renault,grand-scenic,2016,with mileage,94000.0,diesel,1600.0,white,mechanics,front-wheel drive,,11750
volkswagen,jetta,2005,with mileage,299000.0,petrol,2500.0,gray,auto,front-wheel drive,C,5400
mini,countryman,2012,with mileage,111000.0,petrol,1600.0,blue,auto,front-wheel drive,J,13300
nissan,juke,2014,with mileage,56000.0,petrol,1600.0,silver,mechanics,front-wheel drive,J,12500
skoda,octavia,2015,with mileage,189000.0,diesel,1600.0,blue,mechanics,front-wheel drive,C,12200
chrysler,town-and-country,2006,with mileage,292899.88,petrol,3300.0,gray,auto,front-wheel drive,M,7000
lada-vaz,2115,2004,with mileage,200000.0,petrol,1500.0,gray,mechanics,front-wheel drive,B,700
fiat,stilo,2002,with mileage,350000.0,diesel,1900.0,silver,mechanics,front-wheel drive,C,4100
nissan,serena,1999,with mileage,240988.0,petrol,1600.0,red,mechanics,rear drive,,2187
opel,omega,1996,with mileage,235000.0,petrol,2000.0,blue,mechanics,rear drive,E,1450
skoda,octavia,1998,with mileage,300000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,2500
mercedes-benz,gl-klass,2010,with mileage,188000.0,diesel,3500.0,black,auto,part-time four-wheel drive,J,17968
ford,maverick,1995,with mileage,200000.0,petrol,2400.0,green,mechanics,part-time four-wheel drive,,2377
nissan,teana,2007,with mileage,205000.0,petrol,3500.0,gray,auto,front-wheel drive,D,7000
ford,focus,2011,with mileage,145000.0,diesel,1800.0,black,mechanics,front-wheel drive,C,5750
volvo,xc90,2004,with mileage,350000.0,petrol,2900.0,silver,auto,all-wheel drive,J,6500
audi,a5,2010,with mileage,104500.0,petrol,2000.0,gray,auto,all-wheel drive,D,15700
toyota,land-cruiser-prado,2001,with mileage,288000.0,diesel,3000.0,blue,mechanics,all-wheel drive,J,5500
ford,c-max,2011,with mileage,244122.0,diesel,1600.0,blue,mechanics,front-wheel drive,M,8984
volkswagen,golf,1996,with mileage,373000.0,petrol,1400.0,green,mechanics,front-wheel drive,C,700
volkswagen,touareg,2004,with mileage,270009.0,diesel,2500.0,black,auto,all-wheel drive,J,9000
honda,accord,1997,with mileage,350000.0,diesel,2000.0,blue,mechanics,front-wheel drive,D,2600
nissan,qashqai,2018,with mileage,15000.0,petrol,2000.0,white,auto,front-wheel drive,J,20000
chevrolet,cruze,2013,with mileage,160000.0,petrol,1400.0,gray,auto,front-wheel drive,C,7770
volkswagen,tiguan,2010,with mileage,86000.0,petrol,1400.0,black,mechanics,front-wheel drive,J,12000
renault,fluence,2014,with mileage,27000.0,petrol,1600.0,brown,mechanics,front-wheel drive,C,8700
mazda,323,1987,with mileage,1111111.0,diesel,1700.0,white,mechanics,front-wheel drive,C,300
bmw,7-seriya,2005,with mileage,393303.0,diesel,4500.0,silver,auto,rear drive,F,9500
mercedes-benz,vito,1998,with mileage,350000.0,petrol,2300.0,red,mechanics,front-wheel drive,M,3300
opel,monterey,1999,with mileage,370000.0,diesel,3100.0,gray,mechanics,part-time four-wheel drive,,9998
citroen,evasion,2001,with mileage,306000.0,petrol,2000.0,black,mechanics,front-wheel drive,M,4150
audi,a4,2004,with mileage,306000.0,diesel,1900.0,gray,auto,front-wheel drive,D,6100
opel,vivaro,2009,with mileage,235000.0,diesel,2000.0,white,mechanics,front-wheel drive,M,13800
hyundai,lantra,1995,with mileage,300000.0,petrol,1600.0,red,mechanics,front-wheel drive,C,1800
ford,ka,1997,with mileage,71300.0,petrol,1300.0,yellow,mechanics,front-wheel drive,A,1100
audi,80,1992,with mileage,390000.0,petrol,2000.0,red,mechanics,front-wheel drive,D,2000
kia,rio,2017,with mileage,70280.0,petrol,1600.0,gray,auto,front-wheel drive,B,15999
renault,talisman,2016,with mileage,173000.0,diesel,1500.0,black,mechanics,front-wheel drive,,13950
skoda,octavia,2001,with mileage,367000.0,diesel,1900.0,green,mechanics,front-wheel drive,C,3850
bmw,5-seriya,2007,with mileage,330000.0,diesel,2000.0,black,auto,rear drive,E,11500
skoda,octavia,2011,with mileage,260.0,petrol,1600.0,gray,mechanics,front-wheel drive,C,7000
mini,countryman,2012,with mileage,166000.0,petrol,1600.0,white,auto,front-wheel drive,J,11500
bmw,3-seriya,1996,with mileage,246.0,petrol,1800.0,purple,mechanics,rear drive,D,2710
bmw,3-seriya,2010,with mileage,259000.0,diesel,2000.0,gray,mechanics,rear drive,D,12900
audi,80,1992,with mileage,333000.0,petrol,2000.0,silver,mechanics,front-wheel drive,D,2400
volvo,v40,2015,with mileage,140000.0,diesel,2000.0,burgundy,mechanics,front-wheel drive,C,14150
datsun,on-do,2014,with mileage,46000.0,petrol,1600.0,brown,mechanics,front-wheel drive,,5800
peugeot,407,2004,with mileage,140.0,diesel,1600.0,gray,mechanics,front-wheel drive,D,4299
volkswagen,transporter,1997,with mileage,512000.0,diesel,2400.0,other,mechanics,front-wheel drive,M,5500
bmw,5-seriya,2003,with mileage,440000.0,diesel,2499.0,other,auto,rear drive,E,7950
alfa-romeo,166,1999,with mileage,320000.0,petrol,2500.0,blue,mechanics,front-wheel drive,E,1600
audi,a4,2012,with mileage,150000.0,petrol,1800.0,gray,auto,front-wheel drive,D,14300
ford,focus,2005,with mileage,20000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,3000
toyota,corolla,1993,for parts,200.0,petrol,1600.0,white,mechanics,front-wheel drive,C,300
bmw,x5,2004,with mileage,370000.0,petrol,3000.0,black,auto,part-time four-wheel drive,J,8500
volvo,s40,1997,with mileage,300000.0,petrol,2000.0,blue,mechanics,front-wheel drive,C,2000
mitsubishi,outlander,2010,with mileage,180246.08,petrol,2400.0,black,auto,part-time four-wheel drive,J,10000
volkswagen,golf,1989,with mileage,300000.0,petrol,1800.0,red,auto,front-wheel drive,C,1500
volkswagen,golf,1991,with mileage,20000.0,petrol,1800.0,black,mechanics,front-wheel drive,C,480
renault,logan,2018,with mileage,10000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,B,9500
mazda,6,2005,with mileage,215000.0,petrol,2000.0,red,auto,front-wheel drive,D,4200
mercedes-benz,e-klass,2010,with mileage,195000.0,petrol,1800.0,white,auto,rear drive,E,14000
opel,astra,2009,with mileage,195000.0,diesel,1700.0,red,mechanics,front-wheel drive,C,6500
chevrolet,trailblazer,2004,with mileage,218013.0,petrol,4200.0,white,auto,part-time four-wheel drive,,8900
honda,accord,2008,with mileage,197500.0,petrol,2400.0,silver,mechanics,front-wheel drive,D,12500
audi,a6,2015,with mileage,215000.0,diesel,2000.0,silver,auto,front-wheel drive,E,21000
audi,a4,2008,with mileage,207560.0,diesel,2000.0,silver,mechanics,front-wheel drive,D,10800
citroen,xantia,1998,with mileage,320000.0,petrol,1800.0,black,mechanics,front-wheel drive,D,1900
kia,rio,2010,with mileage,146000.0,petrol,1400.0,silver,mechanics,front-wheel drive,B,4900
volkswagen,golf,2014,with mileage,200000.0,petrol,1200.0,blue,mechanics,front-wheel drive,C,11600
bmw,7-seriya,1997,with mileage,500000.0,diesel,2500.0,black,auto,rear drive,F,4600
mazda,6,2007,with mileage,180000.0,petrol,1800.0,black,mechanics,front-wheel drive,D,8000
ford,fiesta,2009,with mileage,177000.0,petrol,1300.0,burgundy,mechanics,front-wheel drive,B,6250
seat,ibiza,1995,with mileage,200000.0,petrol,1400.0,red,mechanics,front-wheel drive,B,1700
audi,q5,2009,with mileage,124000.0,petrol,2000.0,black,auto,all-wheel drive,J,14500
